"Period","Region","Age.Range","Gender","Duration of Hospitalizations Mean","PM10 mean","PM10 max","O3 mean","O3 max","NOX as NO2 mean","NOX as NO2 max","NO mean","NO max","PM2.5 mean","PM2.5 max","CO mean","CO max","Hospitalizations_100000","Ambulatory_100000","Deaths_100000","Month","Season"
"2019-11-01","Centro","6","M",90.3,19.2025747822794,60,43.3635607321131,75,21.5714285714286,193,5.3984962406015,78,9.38364779874214,49,130.252777736111,1296.99999,4.19485791610284,1.08254397834912,0.31574199368516,11,"3"
"2019-11-01","LVT","6","M",158.428571428571,18.6596688259059,63.2,52.4848554906864,90,37.5848249634627,595.2,9.48200065782429,290.24,7.90775382153686,28.89999999,236.653472583837,1554,6.42857142857143,3.25714285714286,0.771428571428571,11,"3"
"2019-11-01","Madeira","6","M",206,14.0984722192431,61.29999999,72.3630041689847,124.9,56.3919332370862,605.2,18.0411961030181,317.49,4.36284721924306,31.19999999,125.535465910987,1018.99999,6.69436295260785,0,0,11,"3"
"2019-11-01","Norte","6","M",123.066666666667,14.0965034965035,65,39.7246328437917,95,57.6411460368723,574.1,14.8087847156626,310.035,NA,NA,401.180167527933,2604,6.82899524209348,1.37139658550238,0.335852225020991,11,"3"
"2019-11-01","Algarve","7","M",1012,25.328296292563,147.19999999,56.1697222179445,87.29999999,13.2083333297778,105.4,1.70374999863889,30.39999999,NA,NA,NA,NA,18.4567428633928,0,8.88657989718911,11,"3"
"2019-11-01","Centro","7","M",455.090909090909,19.2025747822794,60,43.3635607321131,75,21.5714285714286,193,5.3984962406015,78,9.38364779874214,49,130.252777736111,1296.99999,21.0193955796121,0.40595399188092,4.2850699142986,11,"3"
"2019-11-01","LVT","7","M",532.285714285714,18.6596688259059,63.2,52.4848554906864,90,37.5848249634627,595.2,9.48200065782429,290.24,7.90775382153686,28.89999999,236.653472583837,1554,20.2285714285714,2.85714285714286,4.85714285714286,11,"3"
"2019-11-01","Madeira","7","M",647,14.0984722192431,61.29999999,72.3630041689847,124.9,56.3919332370862,605.2,18.0411961030181,317.49,4.36284721924306,31.19999999,125.535465910987,1018.99999,25.2023075862884,0,3.93786056035756,11,"3"
"2019-11-01","Norte","7","M",488.466666666667,14.0965034965035,65,39.7246328437917,95,57.6411460368723,574.1,14.8087847156626,310.035,NA,NA,401.180167527933,2604,20.7668625804646,1.39938427092079,3.33053456479149,11,"3"
"2019-12-01","Algarve","1","F",33,13.585026734492,57.5,50.396102146371,81.59999999,16.0377688138575,141.19999999,2.1684139772043,54.39999999,NA,NA,NA,NA,7.74727478216486,0.227861023004849,0,12,"4"
"2019-12-01","Centro","1","F",17.969696969697,24.442662116041,88,42.1213159698424,88,29.1611796982167,341,8.73731138545953,176,18.2901849217639,83,180.285329676985,1814,6.85611186287776,1.8042399639152,0,12,"4"
"2019-12-01","LVT","1","F",32.6111111111111,21.8358814780879,102.09999999,41.3816253510056,93,53.2165592038552,941.39999999,16.939238084794,519.84,11.3989837369106,70.5,299.880836032428,2790,11.1142857142857,2.11428571428571,0.0571428571428571,12,"4"
