"Period","Region","Age.Range","Duration of Hospitalizations Mean","PM10 mean","PM10 max","O3 mean","O3 max","NOX as NO2 mean","NOX as NO2 max","NO mean","NO max","PM2.5 mean","PM2.5 max","CO mean","CO max","Hospitalizations_100000","Ambulatory_100000","Deaths_100000","Month","Season"
"2017-01-01","Madeira","6",189.5,26.7603494587702,183.4,60.3907133205114,97.09999999,91.5075370082369,446.5,34.8103633878197,252.4,6.47184139632392,32.29999999,241.368775208614,1254,18.5079446336805,0,0.787572112071512,1,"4"
"2017-01-01","Norte","6",170.366666666667,22.4101958136394,89,25.6525567219776,90,105.384005002541,965.6,38.03234042202,598.2,NA,NA,637.275265478723,3754,18.2479708928072,2.07108872096278,1.20347047299188,1,"4"
"2017-01-01","Algarve","7",2606,19.1209016359153,80.5,48.7811397515875,85,4.53917525360825,31.39999999,0.611752577257732,13.19999999,11.1638297863222,50,NA,NA,93.6508804549929,0,27.115461737577,1,"4"
"2017-01-01","Centro","7",1013.2,30.5219928186715,171,38.9112903225806,84,42.9139579349904,665,9.93371574251115,324,NA,NA,389.358620455172,3471,94.722598105548,0.6765899864682,17.9521876409562,1,"4"
"2017-01-01","LVT","7",1235.34482758621,26.5105576766406,179.59999999,39.4558651647697,99.79999999,64.6741893107798,966.7,21.1272355184069,530.7,15.0240397626525,58.2,414.31362361159,2210.99999,96.1142857142857,9.11428571428571,20.2857142857143,1,"4"
"2017-01-01","Madeira","7",1043,26.7603494587702,183.4,60.3907133205114,97.09999999,91.5075370082369,446.5,34.8103633878197,252.4,6.47184139632392,32.29999999,241.368775208614,1254,91.3583650002953,0,11.8135816810727,1,"4"
"2017-01-01","Norte","7",1036.56666666667,22.4101958136394,89,25.6525567219776,90,105.384005002541,965.6,38.03234042202,598.2,NA,NA,637.275265478723,3754,95.7738595018192,0.587741393786734,16.4567590260285,1,"4"
"2017-02-01","Algarve","1",33.375,23.012645911109,67.4,57.3267857105208,89.7,14.9834605557252,1039.2,1.05572519053435,76.4,8.49999999848544,25,NA,NA,13.2159393342812,6.83583069014547,0,2,"4"
"2017-02-01","Centro","1",23.8333333333333,21.2057942057942,81,48.6664167916042,90,25.7099849473156,367,4.92824887104867,158,NA,NA,233.041916167665,1546,14.9300857013983,3.65358592692828,0,2,"4"
"2017-02-01","LVT","1",31.5490196078431,23.7249798675584,112.2,54.895880660201,97.59999999,42.8230252932636,934.6,11.4460201336055,500.6,10.68961439291,48,299.978655437862,2162.99999,17.9428571428571,5.51428571428571,0.0571428571428571,2,"4"
"2017-02-01","Madeira","1",9.5,28.2968005917039,167.5,58.5482861358271,89.9,90.6524590123994,527.89999999,35.2327868820119,307,7.90029761740327,55.7,210.834575245902,1193,6.69436295260785,0,0,2,"4"
"2017-02-01","Norte","1",28.7747747747748,19.061209793567,85,38.6468376068376,97,83.0606939667719,1000,30.078526731678,610.89999999,NA,NA,650.172413272031,3625.99999,21.6904561992723,6.01735236495942,0.0279876854184159,2,"4"
"2017-02-01","Algarve","5",33,23.012645911109,67.4,57.3267857105208,89.7,14.9834605557252,1039.2,1.05572519053435,76.4,8.49999999848544,25,NA,NA,2.73433227605819,0.911444092019396,0,2,"4"
"2017-02-01","Centro","5",27.1176470588235,21.2057942057942,81,48.6664167916042,90,25.7099849473156,367,4.92824887104867,158,NA,NA,233.041916167665,1546,4.37528191249436,0.72169598556608,0.04510599909788,2,"4"
"2017-02-01","LVT","5",50.2592592592593,23.7249798675584,112.2,54.895880660201,97.59999999,42.8230252932636,934.6,11.4460201336055,500.6,10.68961439291,48,299.978655437862,2162.99999,6.14285714285714,3.17142857142857,0.142857142857143,2,"4"
"2017-02-01","Madeira","5",31,28.2968005917039,167.5,58.5482861358271,89.9,90.6524590123994,527.89999999,35.2327868820119,307,7.90029761740327,55.7,210.834575245902,1193,5.51300478450058,0.393786056035756,0,2,"4"
"2017-02-01","Norte","5",34.9310344827586,19.061209793567,85,38.6468376068376,97,83.0606939667719,1000,30.078526731678,610.89999999,NA,NA,650.172413272031,3625.99999,6.26924153372516,2.40694094598377,0.0839630562552477,2,"4"
"2017-02-01","Algarve","6",155.5,23.012645911109,67.4,57.3267857105208,89.7,14.9834605557252,1039.2,1.05572519053435,76.4,8.49999999848544,25,NA,NA,8.65871887418426,0.455722046009698,0.227861023004849,2,"4"
